DowDuPont,Merck,McDonald's,UnitedHealth Group,General Electric,Pfizer,Walt Disney,Walmart,Apple,Intel,Coca-Cola,The Home Depot,Caterpillar,Goldman Sachs,Procter & Gamble,Visa,IBM,Nike,Johnson & Johnson,Cisco Systems,Chevron,JPMorgan Chase,3M,Microsoft,Boeing,Verizon,ExxonMobil,United Technologies,American Express,Travelers
1.0310425822027822,1.0208768258506544,1.016423003276849,1.0233280634810662,1.0140584160540727,1.020902489081038,1.0217944086162236,1.0089320647249191,0.9923962359956171,1.0198702351987023,1.0235294641191544,1.018188755347669,1.0143810403677185,1.025514639406574,1.018168247773168,1.0098476342321219,1.0167273673397634,1.0233194626545217,1.0218397850500867,1.0038240917782026,1.0240862392468628,1.027279270867206,1.033564228887771,1.0016429901423876,0.9971298205354053,1.0191337254177097,1.028837219638243,1.0203493304121167,1.0223516463874494,1.0181356012475455
1.0089635490215376,0.9977504908895506,0.9917648180965287,1.000138187350298,0.996716526815031,0.9980500162495938,1.0106648757893992,0.9910186812671623,0.9885433191240927,0.9996023459244533,0.996002023988006,0.9987507058556886,0.9928547463503403,0.9995996796980023,0.9941734035265867,1.0033897932337204,1.008505898296126,0.9963080587494305,0.9928756907693834,1.0033333333333334,1.0133223933112236,0.9998252620606128,1.0044919071172629,0.9909786226911633,0.9976381505041645,0.9991747266520584,0.9988949065813251,0.997176960152572,1.0048843587599572,1.0073746540432795
0.9972664465937836,1.0108628610194126,1.0143998635106144,1.0132614865763432,1.0014641654465593,0.9850211978189904,0.9921885844567825,1.0024598913117528,1.008375263671577,0.9968178200802632,1.0045158052053236,1.0011257536382399,1.0158784439584367,1.0022315042116725,0.999267326025218,0.9994909292854498,0.9988902619082773,0.988244237458619,1.0011958360123123,1.0028476032273372,0.9964291349096809,1.0082124934474925,1.002272538603547,1.0151723862068966,1.0110971371028652,0.992773115837291,0.9924570049280901,1.0105936438356165,1.0134243252667827,1.004392375218016
1.0022841937479259,1.0008110502838605,0.9978240700896474,1.0136332655387394,1.001461951700952,1.003305785123967,1.0121546543603688,1.0056825907271083,1.0383774988564214,1.0103751400788166,1.0029969779471282,1.00649671406176,1.0115821320139435,1.0074788591578245,0.9935239732905167,1.0095383618095106,1.012276369019523,0.9970261700039394,0.9993484960081875,1.0208235220456,1.0001629255592355,1.0093587693352033,1.000585152131472,0.9951086955192581,0.9980244091318418,1.010399334010011,0.9982772800972841,1.0014458340341286,1.0084503597122303,0.999775779322718
1.012306221232766,1.0010129456845025,1.002492190991936,0.9970410086628382,1.0076642700729928,0.998023097199341,1.0077783707393335,1.001797855330762,0.995755010634698,1.00434439178515,1.0007469870517929,1.0009930610971467,1.0105603046972023,0.9982433444877694,1.0,1.0032105490070173,1.0054327225030504,1.0071327194916353,1.000325969796001,1.0055633286972647,1.0057817506730842,1.0001716689501488,1.0013889034783134,1.0125615241005332,1.0031525514583235,1.0082337995786825,1.0072073798150973,1.005865376285869,1.0043030688325914,1.003701143844722
1.0099055159795371,1.0062740538352561,1.0031074683746894,1.0097126808193448,1.007968090982684,1.0085836246753508,1.0104266082715399,1.004871131781281,0.9933588719630314,1.010617420369642,1.0074646182499285,1.011284771965337,1.0026399514843274,1.0016461909253815,1.005534423946241,1.0067206145790812,1.011625395635709,1.0068245940342728,1.0052140235762335,1.0050713690607942,1.0105254309687404,0.9991416480686696,1.00948965583292,1.0097086564342688,1.0105240223558571,1.0040832993058393,1.0169320800551092,1.0109446576572652,1.0034952981509686,1.0058107499343112
0.9942041240703493,1.0014078841229308,1.0007229244412608,0.997862444832664,1.0,1.0029459902764646,0.996381600252683,1.0010205638604486,0.9932434546090662,0.9961089106572408,1.0041985179452446,1.0011035683223704,0.9969281514661952,0.9994333182108244,1.003057729866494,0.9975931153059603,0.9985432749325079,0.9996163448109388,0.9979468014053727,1.0100917894537518,1.0033651550895786,0.9989690378184014,1.0076651460962907,0.9959936430553858,0.9900917772447594,0.9997966246441643,1.0060455895729319,1.0009761380605886,1.0021348539325843,0.9982223753311327
1.0,1.0030126129139865,1.001031864574064,1.0012049403881391,1.0021559108875315,1.0016319191133134,1.025285878286103,1.0020389447936926,0.9900551481376942,1.009765625,1.0105755041810134,1.0036747060714688,1.0,0.9964842076614389,0.9998780392664788,1.0056448490918197,1.0071860924228864,1.0074205983919857,0.9994586356136143,1.0104450499545867,0.9920146931562399,0.9967320604873074,1.0005022748258796,1.0,0.992841519043456,0.9995933292492711,0.9881784654087584,0.9993794326406179,1.0044847403411874,1.0047857652706904
0.9955157845522774,1.002202643215912,1.0002061333840608,1.0069537845273306,1.0050197922201431,0.9980449006827988,1.0022300799332253,1.0007631311495535,1.0117218824108014,1.0042552804642166,1.005354125091263,1.004881547354612,0.9993396610760539,1.0087065329472835,0.9928049268292684,1.0080122582406905,1.0062228580822303,0.9987300228277882,0.9923076167180622,1.0080898876404494,1.0054737260209194,1.0091457979439897,1.0059532492605545,1.0032179940139982,1.004193694882191,0.9997964801710485,1.008872485472485,1.0094917055932306,1.01272471314766,1.0028799512946385
0.9880629960331984,0.9888112485276973,0.9936102751067739,0.9903054054327194,0.9810916524762164,0.994449885551743,0.998298363918891,1.0027958062575726,0.9859363159457285,0.9934515405797975,0.9842652872363764,0.9961136869620446,0.9896487719336807,0.9979126931601233,0.9893133158426083,0.9925004667684738,0.9891240181059437,0.994913504577823,0.9938858278801541,0.9808292465448061,0.9938355217729399,0.9953830198358414,0.9848841711229948,0.9933172948409517,1.001318726598332,0.9971510174430407,0.985671965978418,0.9884885328166467,0.9858921419852703,0.9866357523013503
0.9954410530075463,1.00484942393011,1.0013483766684628,1.0071073890304412,0.9992727272727273,1.0019698293489767,0.9979022419523629,0.9967050819057112,0.9780341507065997,0.999612252826202,0.9950811362518446,0.9984150450529765,0.9994436074515319,1.0071230426090962,0.9988824931849702,1.0006787385309035,1.005982859947086,0.9973159508516346,1.0090080084478523,0.9990909090909091,1.0016916304308976,1.007730647787848,1.0023166002202055,0.9932723358449946,1.0069510281254266,0.9881632244897959,0.9975940050125314,1.0036448040473784,1.0032420459443951,0.9980969663473196
0.9981681244867473,1.0002011260808366,0.9928526725414059,0.9885486015592171,0.9919941775836972,1.0009829292267365,0.996189712308636,0.9944055564041816,1.005453020242781,0.9875871998608533,0.9953040285542273,0.990352900114213,0.9868626029837454,1.0068481675054113,1.0023617402993814,0.993986236317847,0.9965709440450651,0.9923106751841775,1.0052259554757965,1.0013648771610555,0.9973461921567542,1.0057961131946813,0.9940773418723874,0.9788675426713629,1.0057405103088402,1.005576229061389,1.0015074062605285,0.9990256776080483,0.9995542567317641,0.9973081427856373
0.9889883230098646,1.0074386607382928,1.0055294628175162,1.030576563323722,1.0011005502567865,1.0062193455390946,1.0068582959641257,1.0030686357635679,0.9928483995445038,1.0051060881817002,1.0029798609386638,1.0049322072732974,1.0032716719683177,0.99397891492387,1.0096726067667732,1.007642250830187,1.0199462741935486,1.0007748676223684,1.0212281918936814,1.0136301226715128,1.0084664007853508,0.9884745762711864,1.0001452372249786,1.0077497645239477,1.0151722486764756,1.0125282401422928,1.0141480628477597,1.0063835534499197,0.9962096319802553,0.9941520916363494
1.001159800483419,0.9936140492194363,0.989935743617008,0.9883675470299949,0.9970684500891004,1.006831522446324,0.9853288569729556,0.9920969404243574,1.006332858383969,0.993747557639703,0.988858628097515,1.005276073619632,1.0023613966040705,1.000841376442255,0.9855072460208119,1.0032052910153997,0.9908280747678218,0.9948380176755198,0.9986213066218972,0.9991036306187195,0.9857679779323579,1.0094307098765432,0.9925899815150011,0.9821477066739907,1.0022063341472611,0.983772839427441,0.9967349163945781,1.0012333714873867,1.0005595680331294,0.9907239821103172
0.9870249768303986,0.9945772043667964,1.0005240016550045,1.0060830333476714,1.0003675119576445,0.9993537641565827,0.9957458256348601,1.0033405369821267,0.9872299272824892,0.9952811246559181,0.9947421380756669,0.9956060051263271,1.0063944357908283,0.9941716656111672,1.0022432702453457,0.9986050040500406,0.9968612225522093,1.0,1.0060535150359593,0.9910273220714526,1.0,0.9981314591155336,0.9986825148692631,0.9935682602666812,1.0093026412077937,0.979381443298969,0.9902720268070683,1.0005279102414797,0.9940721734001936,1.0011417903370223
1.0025821832198207,1.007269810177706,1.0035617431757988,0.9818611334947124,0.9904481995021381,0.9922405754930489,1.0065420158466751,0.9993597771473827,0.9933273633539378,1.008692295878795,1.010067983891266,1.00539416452127,1.008917656993843,1.005580637167327,0.9985078960086521,0.9964850615747814,0.9993595367872895,0.9977948111451451,1.000105510394632,1.0058849705749207,0.9815070242395407,0.9954051053575597,0.9980212238480298,1.014354123680105,0.998381685837554,1.0052631578947369,1.0076182336082953,1.0010553425473165,0.9962871960943023,0.9978330063868612
0.9808007487895282,1.064955852747477,0.989874728918328,0.9898260370746736,0.9914688795055222,0.9951124146265097,0.9718795327215749,0.9929522937858496,1.0052351578529963,0.9988248727448149,0.9850485426103028,0.9873186077961563,0.993149895190589,0.985929738135152,0.9963885306455094,0.9899153802755776,0.9834455244965696,0.9773791205766804,0.9974667721652264,0.9986499549347416,0.9854557311717093,0.986493401043139,0.9889851661249535,0.9705882083632571,0.9915433611646242,0.984921445026178,0.9804019691723628,0.990951427726409,0.9823827786883305,0.9868556174844123
1.0181428268833332,0.9977409826381962,1.0041126119558659,1.001081890692943,1.0089786382341936,1.0150621802533668,1.0161048184565913,1.006065311809661,1.0198980803801139,1.039607843137255,1.0040475589184812,1.0004940224713594,1.0074535433024088,1.0040937058194874,1.0107486686477023,1.017131110722014,1.009556874249416,0.9998669592976853,1.002328052910053,1.0099143303328377,1.0026834381551362,1.0006932582202208,1.0202703529989048,1.0228701829616924,0.9950959345080868,1.0010632149917758,1.0057838658817697,0.9984928546500127,1.001494482158742,1.0128561622819625
1.0093785927606755,0.9909433962264151,1.0025204578605287,1.0110780739426402,1.0137189845650347,1.0058064516129033,0.9977166150859618,0.9961519368413538,1.0200771840965857,1.006035458317616,1.0017636432795072,1.0007406245959602,1.0204285119352587,1.0121743710473032,0.999010733312326,1.0049854212435814,1.009789194382414,1.0034588533579583,1.0008446157005426,1.0165105310129408,0.9967383122856905,1.0303082774399628,1.0074958006696513,1.0273895759471654,1.0043568318104716,1.0252760821887816,0.9965697741151199,1.0127852529375454,1.0129705803614355,1.0049170956518159
